http://data.ehri-project.eu/ghettos/1176,pol,Elista (Getto)
http://data.ehri-project.eu/ghettos/1176,ukr,Еліста (Гетто)
http://data.ehri-project.eu/ghettos/1176,hun,Eliszta (Gettó)
http://data.ehri-project.eu/ghettos/1176,ita,Ghetto di Ėlista
http://data.ehri-project.eu/ghettos/1176,srp,Елиста (Гето)
http://data.ehri-project.eu/ghettos/1176,bul,Елиста (Гето)
http://data.ehri-project.eu/ghettos/1176,ron,Ghetoul Elista
http://data.ehri-project.eu/ghettos/1399,ita,Ghetto di Zin'kiv
http://data.ehri-project.eu/ghettos/1399,ron,Ghetoul Zinkiv
http://data.ehri-project.eu/ghettos/1399,ukr,Зіньків (Гетто)
http://data.ehri-project.eu/ghettos/1399,pol,Zinków (Getto)
http://data.ehri-project.eu/ghettos/1399,deu,Ghetto Sinkiw
http://data.ehri-project.eu/ghettos/1399,rus,Зеньков (Гетто)
http://data.ehri-project.eu/ghettos/1399,ces,Ghetto Ziňkiv
http://data.ehri-project.eu/ghettos/1399,eng,Zen’kov Ghetto
http://data.ehri-project.eu/ghettos/1399,fra,Ghetto de Zinkiv
http://data.ehri-project.eu/ghettos/1399,nld,Ghetto van Zinkiv
http://data.ehri-project.eu/ghettos/1266,fra,Ghetto de Lokhvytsia
http://data.ehri-project.eu/ghettos/1266,pol,Łochwica (Getto)
http://data.ehri-project.eu/ghettos/1266,eng,Lokhvitsa Ghetto
http://data.ehri-project.eu/ghettos/1266,ukr,Лохвиця (Гетто)
http://data.ehri-project.eu/ghettos/1266,deu,Ghetto Lochwyzja
http://data.ehri-project.eu/ghettos/1266,heb,גטו לוחוויצה
http://data.ehri-project.eu/ghettos/1266,rus,Лохвица (Гетто)
http://data.ehri-project.eu/ghettos/1266,ron,Ghetoul Lohvîția
http://data.ehri-project.eu/ghettos/1266,ita,Ghetto di Lochvycja
http://data.ehri-project.eu/ghettos/1134,eng,Batakiai Ghetto
http://data.ehri-project.eu/ghettos/1134,nld,Ghetto van Batakiai
http://data.ehri-project.eu/ghettos/1134,pol,Botoki (Getto)
http://data.ehri-project.eu/ghettos/1375,rus,Узляны (Гетто)
http://data.ehri-project.eu/ghettos/1375,ukr,Вузляни (Гетто)
http://data.ehri-project.eu/ghettos/1375,eng,Uzliany Ghetto
http://data.ehri-project.eu/ghettos/1242,ron,Ghetoul Krasîliv
http://data.ehri-project.eu/ghettos/1242,ces,Ghetto Krasyliv
http://data.ehri-project.eu/ghettos/1242,ita,Ghetto di Krasyliv
http://data.ehri-project.eu/ghettos/1242,srp,Красилив (Гето)
http://data.ehri-project.eu/ghettos/1242,ukr,Красилів (Гетто)
http://data.ehri-project.eu/ghettos/1242,pol,Krasiłów (Getto)
http://data.ehri-project.eu/ghettos/1242,eng,Krasilov Ghetto
http://data.ehri-project.eu/ghettos/1242,rus,Красилов (Гетто)
http://data.ehri-project.eu/ghettos/1242,deu,Ghetto Krassyliw
http://data.ehri-project.eu/ghettos/1242,fra,Ghetto de Krassyliv
http://data.ehri-project.eu/ghettos/1158,ukr,Хотеньчиці (Гетто)
http://data.ehri-project.eu/ghettos/1158,eng,Chocienczyce Ghetto
http://data.ehri-project.eu/ghettos/1158,rus,Хотенчицы (Гетто)
http://data.ehri-project.eu/ghettos/1351,eng,Starobin Ghetto
http://data.ehri-project.eu/ghettos/1351,srp,Старобин (Гето)
http://data.ehri-project.eu/ghettos/1351,pol,Starobin (Getto)
http://data.ehri-project.eu/ghettos/1351,rus,Старобин (Гетто)
http://data.ehri-project.eu/ghettos/1351,ukr,Старобін (Гетто)
http://data.ehri-project.eu/ghettos/1173,ukr,Джулинка (Гетто)
http://data.ehri-project.eu/ghettos/1173,ron,Ghetoul Djulînka
http://data.ehri-project.eu/ghettos/1173,eng,Dzhulinka Ghetto
http://data.ehri-project.eu/ghettos/1173,rus,Джулинка (Гетто)
http://data.ehri-project.eu/ghettos/1283,sh,Nikolajev (Geto)
http://data.ehri-project.eu/ghettos/1283,bul,Николаев (Гето)
http://data.ehri-project.eu/ghettos/1283,ukr,Миколаїв (Гетто)
http://data.ehri-project.eu/ghettos/1283,heb,גטו מיקולאייב
http://data.ehri-project.eu/ghettos/1283,pol,Mikołajów (Getto)
http://data.ehri-project.eu/ghettos/1283,nld,Ghetto van Mykolajiv
http://data.ehri-project.eu/ghettos/1283,fra,Ghetto de Mykolaïv
http://data.ehri-project.eu/ghettos/1283,ces,Ghetto Mykolajiv
http://data.ehri-project.eu/ghettos/1283,hun,Mikolajiv (Gettó)
http://data.ehri-project.eu/ghettos/1283,ita,Ghetto di Mykolaïv
http://data.ehri-project.eu/ghettos/1283,hrv,Mikolajiv (Geto)
http://data.ehri-project.eu/ghettos/1283,ron,Ghetoul Nicolaev
http://data.ehri-project.eu/ghettos/1283,eng,Nikolaev Ghetto
http://data.ehri-project.eu/ghettos/1283,deu,Ghetto Mykolajiw
http://data.ehri-project.eu/ghettos/1283,rus,Николаев (Гетто)
http://data.ehri-project.eu/ghettos/1283,srp,Миколајив (Гето)
http://data.ehri-project.eu/ghettos/1392,rus,Волпа (Гетто)
http://data.ehri-project.eu/ghettos/1392,eng,Wołpa Ghetto
http://data.ehri-project.eu/ghettos/1392,pol,Wołpa (Getto)
http://data.ehri-project.eu/ghettos/1392,nld,Ghetto van Voupa
http://data.ehri-project.eu/ghettos/1172,hun,Romanyiv (Gettó)
http://data.ehri-project.eu/ghettos/1172,pol,Romanów (Getto)
http://data.ehri-project.eu/ghettos/1172,rus,Романов (Гетто)
http://data.ehri-project.eu/ghettos/1172,deu,Ghetto Romaniw
http://data.ehri-project.eu/ghettos/1172,nld,Ghetto van Romaniv
http://data.ehri-project.eu/ghettos/1172,eng,Dzerzhinsk Ghetto
http://data.ehri-project.eu/ghettos/1172,fra,Ghetto de Romaniv
http://data.ehri-project.eu/ghettos/1172,ukr,Романів (Гетто)
http://data.ehri-project.eu/ghettos/1196,eng,Ianov Ghetto
http://data.ehri-project.eu/ghettos/1196,ukr,Іванів (Гетто)
http://data.ehri-project.eu/ghettos/1196,nld,Ghetto van Janów
http://data.ehri-project.eu/ghettos/1196,pol,Janów (Getto)
